CustomerID,Country,Customer_Segment,ML_Cluster,Recency,Frequency,Monetary,RFM_Value,AvgOrderValue,UniqueProducts,CustomerLifetime,CLV,Churn_Probability,Churn_Risk_Level,Churned,FirstPurchase,LastPurchase,RFM_Category,CLV_Category,Recency_Category
13897.0,United Kingdom,New Customers,1,50,1,258.06,6,258.06,16,1,33155.41933429812,0.010882352941176471,Low,0,2011-10-20 14:30:00,2011-10-20 14:30:00,Medium Value,Premium CLV,Recent
13898.0,United Kingdom,Lost Customers,2,326,1,138.93,3,138.93,11,1,17849.65670043416,1.0,High,1,2011-01-18 10:28:00,2011-01-18 10:28:00,Low Value,Premium CLV,Lost
13899.0,United Kingdom,Loyal Customers,1,16,2,297.92,10,148.96,17,259,147.78614724710243,0.0,,0,2011-03-10 09:30:00,2011-11-23 13:40:00,High Value,Low CLV,Active
13900.0,United Kingdom,Cannot Lose Them,2,193,2,553.95,7,276.975,35,71,1002.4115223904937,0.9968169270343183,High,1,2011-03-22 10:13:00,2011-05-31 12:11:00,Medium Value,Medium CLV,Lost
13901.0,United Kingdom,At Risk,0,72,5,2196.21,11,439.242,118,247,1142.3804007569859,0.00043478260869565214,Low,0,2011-01-25 09:01:00,2011-09-28 14:48:00,High Value,Medium CLV,Recent
13904.0,United Kingdom,Potential Loyalists,1,37,2,332.64,9,166.32,24,258,165.64891596270996,0.01,Low,0,2011-02-18 11:18:00,2011-11-02 13:41:00,High Value,Low CLV,Recent
13908.0,United Kingdom,At Risk,0,80,4,1759.34,11,439.835,92,197,1147.4067033480992,0.02176595744680851,Low,0,2011-03-08 12:04:00,2011-09-21 11:49:00,High Value,Medium CLV,Recent
13911.0,United Kingdom,At Risk,1,144,8,1872.71,12,234.08875,106,164,1467.1026907510034,0.965,High,1,2011-02-04 14:46:00,2011-07-18 13:30:00,Premium,High CLV,Dormant
13914.0,United Kingdom,Loyal Customers,1,12,2,499.53,11,249.765,25,25,2567.174551664255,0.0,,0,2011-11-03 16:28:00,2011-11-28 10:35:00,High Value,High CLV,Active
13917.0,United Kingdom,Potential Loyalists,1,50,2,252.14000000000001,8,126.07000000000001,15,142,228.13254017107957,0.01,Low,0,2011-06-01 12:46:00,2011-10-21 09:56:00,Medium Value,Low CLV,Recent
13918.0,United Kingdom,Potential Loyalists,1,50,2,440.9,9,220.45,21,204,277.6794647333126,0.0,,0,2011-03-31 18:05:00,2011-10-21 12:25:00,High Value,Low CLV,Recent
13919.0,Denmark,Potential Loyalists,1,59,2,331.86,9,165.93,22,63,676.7810525348588,8.771929824561403e-05,Low,0,2011-08-10 10:15:00,2011-10-11 14:24:00,High Value,Medium CLV,Recent
13922.0,United Kingdom,Lost Customers,2,352,1,81.6,3,81.6,4,1,10483.927062228657,1.0,High,1,2010-12-23 10:38:00,2010-12-23 10:38:00,Low Value,High CLV,Lost
13923.0,United Kingdom,Potential Loyalists,1,54,1,317.63,7,317.63,18,1,40808.94304872167,0.0038461538461538464,Low,0,2011-10-17 12:33:00,2011-10-17 12:33:00,Medium Value,Premium CLV,Recent
13924.0,United Kingdom,Champions,1,2,6,1544.05,15,257.34166666666664,74,71,2794.0671741981073,0.0,,0,2011-09-28 15:07:00,2011-12-08 09:39:00,Premium,High CLV,Active
13925.0,United Kingdom,Cannot Lose Them,1,93,4,411.1,9,102.775,21,43,1228.3237617653333,0.9408333333333334,High,1,2011-07-28 12:09:00,2011-09-08 12:47:00,High Value,Medium CLV,Dormant
13926.0,United Kingdom,Potential Loyalists,1,23,1,150.10000000000002,7,150.10000000000002,8,1,19284.77269657502,0.0,,0,2011-11-16 13:16:00,2011-11-16 13:16:00,Medium Value,Premium CLV,Active
13927.0,United Kingdom,New Customers,1,75,1,307.39,6,307.39,20,1,39493.31298601061,0.016868217054263567,Low,0,2011-09-26 12:00:00,2011-09-26 12:00:00,Medium Value,Premium CLV,Recent
13928.0,United Kingdom,Loyal Customers,1,11,4,336.47,12,84.1175,17,123,351.4593235521358,8.771929824561403e-05,Low,0,2011-07-29 15:59:00,2011-11-29 10:33:00,Premium,Low CLV,Active
13929.0,United Kingdom,Promising,2,169,2,103.65,6,51.825,4,158,84.2841772151899,0.99,High,1,2011-01-17 15:11:00,2011-06-23 15:26:00,Medium Value,Low CLV,Dormant
13930.0,United Kingdom,Potential Loyalists,1,58,2,297.74,8,148.87,14,79,484.2213395861194,0.0,,0,2011-07-26 11:00:00,2011-10-13 09:45:00,Medium Value,Medium CLV,Recent
13931.0,United Kingdom,Cannot Lose Them,0,96,2,915.57,9,457.785,53,186,632.4299691891136,0.987824074074074,High,1,2011-03-04 08:43:00,2011-09-05 10:12:00,High Value,Medium CLV,Dormant
13932.0,United Kingdom,Lost Customers,2,295,1,195.8,4,195.8,10,1,25156.28576941631,0.9998290598290598,High,1,2011-02-18 12:02:00,2011-02-18 12:02:00,Low Value,Premium CLV,Lost
13933.0,United Kingdom,Cannot Lose Them,1,109,2,369.39,8,184.695,18,40,1186.4760470332853,0.998034188034188,High,1,2011-07-14 13:35:00,2011-08-22 14:03:00,Medium Value,Medium CLV,Dormant
13934.0,United Kingdom,New Customers,2,264,1,497.05,5,497.05,23,1,63860.734635793546,1.0,High,1,2011-03-21 08:39:00,2011-03-21 08:39:00,Low Value,Premium CLV,Lost
13936.0,United Kingdom,New Customers,2,180,1,369.74,6,369.74,25,1,47504.009705740486,0.9968682170542635,High,1,2011-06-13 08:47:00,2011-06-13 08:47:00,Medium Value,Premium CLV,Dormant
13937.0,United Kingdom,Lost Customers,2,169,1,128.25,4,128.25,8,1,16477.495658465996,0.9990322580645161,High,1,2011-06-23 16:35:00,2011-06-23 16:35:00,Low Value,Premium CLV,Dormant
13938.0,United Kingdom,New Customers,1,35,1,71.66,5,71.66,7,1,9206.840849011096,0.012777777777777777,Low,0,2011-11-04 14:37:00,2011-11-04 14:37:00,Low Value,High CLV,Recent
13939.0,United Kingdom,Loyal Customers,1,23,3,466.37,10,155.45666666666668,36,289,207.3321232788681,0.0,,0,2011-02-01 11:30:00,2011-11-16 13:33:00,High Value,Low CLV,Active
13940.0,United Kingdom,Loyal Customers,1,17,4,608.96,12,152.24,33,127,616.0541361562803,0.0028869047619047615,Low,0,2011-07-18 16:05:00,2011-11-22 15:15:00,Premium,Medium CLV,Active
13941.0,United Kingdom,Loyal Customers,1,22,5,219.0,10,43.8,8,351,80.16242202349295,0.0,,0,2010-12-02 10:17:00,2011-11-18 09:43:00,High Value,Low CLV,Active
13946.0,United Kingdom,Promising,1,79,3,57.33,6,19.11,5,189,38.97211448785979,0.03,Low,0,2011-03-17 10:02:00,2011-09-21 13:33:00,Medium Value,Low CLV,Recent
13947.0,United Kingdom,New Customers,1,65,1,90.6,5,90.6,5,1,11640.242547033287,0.0,,0,2011-10-05 14:42:00,2011-10-05 14:42:00,Low Value,High CLV,Recent
13948.0,United Kingdom,Lost Customers,2,361,1,23.4,3,23.4,1,1,3006.420260492041,1.0,High,1,2010-12-14 10:18:00,2010-12-14 10:18:00,Low Value,High CLV,Lost
13949.0,United Kingdom,Champions,0,3,6,1927.93,15,321.32166666666666,119,92,2692.3856432601356,0.0,,0,2011-09-06 11:55:00,2011-12-07 09:35:00,Premium,High CLV,Active
13950.0,United Kingdom,Loyal Customers,1,11,4,394.7,12,98.675,24,236,214.87651687965533,0.0003448275862068965,Low,0,2011-04-07 11:29:00,2011-11-28 14:44:00,Premium,Low CLV,Active
13951.0,United Kingdom,Cannot Lose Them,2,176,3,504.09000000000003,8,168.03,32,119,544.2456328059444,0.997125097125097,High,1,2011-02-18 15:21:00,2011-06-16 16:43:00,Medium Value,Medium CLV,Dormant
13952.0,United Kingdom,Cannot Lose Them,0,218,2,1736.661,9,868.3305,84,21,10625.015905588865,0.96,High,1,2011-04-15 09:27:00,2011-05-06 09:00:00,High Value,High CLV,Lost
13953.0,United Kingdom,Loyal Customers,1,7,2,182.48000000000002,10,91.24000000000001,7,109,215.09118212757303,8.771929824561403e-05,Low,0,2011-08-16 10:03:00,2011-12-02 16:04:00,High Value,Low CLV,Active
13954.0,United Kingdom,Loyal Customers,1,2,2,307.82,11,153.91,19,70,564.9794167183517,8.771929824561403e-05,Low,0,2011-09-30 10:52:00,2011-12-08 12:50:00,High Value,Medium CLV,Active
13955.0,United Kingdom,Cannot Lose Them,2,154,2,239.31,7,119.655,29,152,202.27913645365228,0.9965530748139444,High,1,2011-02-07 12:24:00,2011-07-08 17:19:00,Medium Value,Low CLV,Dormant
13956.0,United Kingdom,Champions,1,5,5,678.54,13,135.708,105,267,326.51115649576957,0.0,,0,2011-03-13 12:51:00,2011-12-04 13:20:00,Premium,Low CLV,Active
13959.0,United Kingdom,Cannot Lose Them,1,79,3,512.75,8,170.91666666666666,76,284,231.96430549044393,0.01,Low,0,2010-12-12 13:56:00,2011-09-21 15:06:00,Medium Value,Low CLV,Recent
13960.0,United Kingdom,Potential Loyalists,1,21,2,159.42000000000002,9,79.71000000000001,10,51,401.6117964870465,8.771929824561403e-05,Low,0,2011-09-29 12:39:00,2011-11-18 15:27:00,High Value,Low CLV,Active
13962.0,United Kingdom,Potential Loyalists,1,22,2,82.1,8,41.05,6,224,47.090030407966374,0.0,,0,2011-04-08 11:21:00,2011-11-18 08:47:00,Medium Value,Low CLV,Active
13963.0,United Kingdom,Cannot Lose Them,2,308,4,469.02,8,117.255,27,60,1004.324238301978,0.9974425574425574,High,1,2010-12-07 09:21:00,2011-02-04 14:43:00,Medium Value,Medium CLV,Lost
13967.0,United Kingdom,Lost Customers,2,146,1,35.7,4,35.7,1,1,4586.718089725037,1.0,High,1,2011-07-17 12:02:00,2011-07-17 12:02:00,Low Value,High CLV,Dormant
13969.0,United Kingdom,Champions,4,7,18,5744.58,15,319.1433333333333,307,358,2061.622224611728,0.0,,0,2010-12-09 19:32:00,2011-12-02 15:11:00,Premium,High CLV,Active
13971.0,United Kingdom,Champions,1,19,8,2372.6,14,296.575,108,267,1141.6871074687756,0.0,,0,2011-02-27 12:27:00,2011-11-21 12:06:00,Premium,Medium CLV,Active
13972.0,United Kingdom,Potential Loyalists,1,71,2,174.35,8,87.175,14,132,169.70000401993892,0.0007692307692307692,Low,0,2011-05-22 11:34:00,2011-09-30 11:54:00,Medium Value,Low CLV,Recent
13973.0,United Kingdom,Lost Customers,2,287,1,147.75,4,147.75,8,1,18982.845875542695,1.0,High,1,2011-02-25 15:21:00,2011-02-25 15:21:00,Low Value,Premium CLV,Lost
13974.0,United Kingdom,Potential Loyalists,1,49,1,413.59000000000003,7,413.59000000000003,28,1,53137.83570670527,0.0041065485684640265,Low,0,2011-10-21 14:41:00,2011-10-21 14:41:00,Medium Value,Premium CLV,Recent
13975.0,United Kingdom,Champions,4,31,6,2108.58,14,351.43,227,246,1101.2573193086494,0.0,,0,2011-03-08 12:19:00,2011-11-08 13:19:00,Premium,Medium CLV,Recent
13976.0,United Kingdom,Lost Customers,2,207,1,91.1,3,91.1,5,1,11704.4822961891,1.0,High,1,2011-05-17 09:13:00,2011-05-17 09:13:00,Low Value,High CLV,Lost
13978.0,United Kingdom,New Customers,1,45,1,54.17,5,54.17,9,1,6959.7344235407645,0.012777777777777777,Low,0,2011-10-25 15:04:00,2011-10-25 15:04:00,Low Value,High CLV,Recent
13979.0,United Kingdom,Cannot Lose Them,0,73,1,869.87,7,869.87,54,1,111760.46119633382,0.002727272727272727,Low,0,2011-09-27 13:32:00,2011-09-27 13:32:00,Medium Value,Premium CLV,Recent
13980.0,United Kingdom,New Customers,1,60,1,69.58,5,69.58,7,1,8939.603492522916,0.022777777777777775,Low,0,2011-10-10 13:34:00,2011-10-10 13:34:00,Low Value,High CLV,Recent
13982.0,United Kingdom,At Risk,1,39,4,1325.6,12,331.4,66,327,520.8330977427859,0.0,,0,2010-12-09 13:57:00,2011-10-31 16:24:00,Premium,Medium CLV,Recent
13983.0,United Kingdom,At Risk,1,40,9,1057.24,12,117.47111111111111,78,328,414.127026813973,0.0,,0,2010-12-08 10:38:00,2011-10-31 12:05:00,Premium,Low CLV,Recent
13984.0,United Kingdom,Loyal Customers,1,27,4,216.23000000000002,10,54.057500000000005,11,340,81.70918211742006,0.0,,0,2010-12-08 15:58:00,2011-11-13 12:38:00,High Value,Low CLV,Active
13985.0,United Kingdom,Champions,4,4,15,6365.72,15,424.3813333333334,105,261,3133.5805057175558,0.0,,0,2011-03-20 13:48:00,2011-12-05 17:06:00,Premium,High CLV,Active
13986.0,United Kingdom,Potential Loyalists,1,17,1,147.06,7,147.06,9,1,18894.195021707674,0.0,,0,2011-11-22 15:00:00,2011-11-22 15:00:00,Medium Value,Premium CLV,Active
13988.0,United Kingdom,Champions,0,20,6,3028.05,14,504.675,156,235,1655.4993398405027,0.023242147922998987,Low,0,2011-03-30 11:48:00,2011-11-20 10:15:00,Premium,High CLV,Active
13989.0,United Kingdom,Potential Loyalists,1,66,2,462.21,9,231.105,22,174,341.29028111848567,8.771929824561403e-05,Low,0,2011-04-14 15:39:00,2011-10-05 09:47:00,High Value,Low CLV,Recent
13990.0,United Kingdom,Lost Customers,2,213,1,292.58,4,292.58,15,1,37590.53161601544,1.0,High,1,2011-05-10 15:19:00,2011-05-10 15:19:00,Low Value,Premium CLV,Lost
13991.0,United Kingdom,Champions,1,12,6,685.33,14,114.22166666666668,58,132,667.0519286205033,0.0020535714285714285,Low,0,2011-07-19 12:58:00,2011-11-27 16:18:00,Premium,Medium CLV,Active
13992.0,United Kingdom,New Customers,1,30,1,76.8,6,76.8,5,1,9867.225470332853,0.0,,0,2011-11-09 15:23:00,2011-11-09 15:23:00,Medium Value,High CLV,Active
13993.0,United Kingdom,Champions,1,43,8,1409.96,13,176.245,43,288,628.9963661092353,0.0,,0,2011-01-13 10:43:00,2011-10-28 09:06:00,Premium,Medium CLV,Recent
13994.0,United Kingdom,Champions,0,4,6,1939.3400000000001,15,323.22333333333336,110,145,1718.3822776252978,0.01,Low,0,2011-07-14 18:28:00,2011-12-06 11:05:00,Premium,High CLV,Active
13995.0,United Kingdom,Champions,1,15,5,1308.99,13,261.798,52,231,728.0449285495017,0.020344827586206895,Low,0,2011-04-08 08:20:00,2011-11-24 14:22:00,Premium,Medium CLV,Active
13999.0,United Kingdom,Champions,4,10,12,2916.79,15,243.06583333333333,92,352,1064.6241928419508,0.0,,0,2010-12-13 11:23:00,2011-11-29 13:40:00,Premium,Medium CLV,Active
14000.0,United Kingdom,Lost Customers,2,211,1,111.0,3,111.0,5,1,14261.224312590452,1.0,High,1,2011-05-12 16:50:00,2011-05-12 16:50:00,Low Value,High CLV,Lost
14001.0,United Kingdom,Potential Loyalists,1,46,3,387.2,9,129.06666666666666,17,328,151.66848093372397,0.0,,0,2010-12-01 12:58:00,2011-10-25 10:31:00,High Value,Low CLV,Recent
14002.0,United Kingdom,Cannot Lose Them,1,134,2,368.59999999999997,8,184.29999999999998,35,23,2059.023612072401,0.9938095238095238,High,1,2011-07-06 14:59:00,2011-07-28 15:55:00,Medium Value,High CLV,Dormant
14004.0,United Kingdom,Champions,0,43,7,2422.16,13,346.0228571428571,72,246,1265.0321204491352,0.0,,0,2011-02-24 09:28:00,2011-10-27 14:40:00,Premium,Medium CLV,Recent
14005.0,United Kingdom,Champions,1,10,5,908.3,13,181.66,43,207,563.7581078089353,0.0,,0,2011-05-08 10:33:00,2011-11-30 12:41:00,Premium,Medium CLV,Active
14006.0,United Kingdom,Cannot Lose Them,1,116,3,503.6,8,167.86666666666667,17,197,328.4379459377396,0.9971016483516483,High,1,2011-01-31 15:11:00,2011-08-16 09:39:00,Medium Value,Low CLV,Dormant
14009.0,United Kingdom,Cannot Lose Them,2,198,2,646.8100000000001,8,323.40500000000003,39,8,10387.728037867828,0.9751654560129137,High,1,2011-05-18 13:00:00,2011-05-25 15:47:00,Medium Value,High CLV,Lost
14012.0,United Kingdom,Lost Customers,2,278,1,289.2,4,289.2,10,1,37156.270911722146,0.99,High,1,2011-03-07 12:26:00,2011-03-07 12:26:00,Low Value,Premium CLV,Lost
14013.0,United Kingdom,Cannot Lose Them,1,110,3,395.97999999999996,8,131.9933333333333,28,166,306.47778157492485,0.9971016483516483,High,1,2011-03-09 08:59:00,2011-08-21 15:01:00,Medium Value,Low CLV,Dormant
14014.0,United Kingdom,New Customers,1,77,1,304.42,6,304.42,27,1,39111.728876025096,0.026868217054263566,Low,0,2011-09-23 13:18:00,2011-09-23 13:18:00,Medium Value,Premium CLV,Recent
14015.0,United Kingdom,New Customers,1,53,1,151.5,6,151.5,8,1,19464.643994211292,0.020961538461538462,Low,0,2011-10-18 10:02:00,2011-10-18 10:02:00,Medium Value,Premium CLV,Recent
14016.0,EIRE,At Risk,0,162,4,2216.14,11,554.035,119,196,1452.6967111649294,0.9817659574468085,High,1,2010-12-17 14:21:00,2011-07-01 11:29:00,High Value,High CLV,Dormant
14019.0,United Kingdom,At Risk,1,47,3,951.41,10,317.13666666666666,34,92,1328.6595596593888,0.007223142778238057,Low,0,2011-07-24 15:39:00,2011-10-24 10:13:00,High Value,High CLV,Recent
14020.0,United Kingdom,Loyal Customers,1,17,2,534.26,10,267.13,31,72,953.3535662217937,0.006389809444904723,Low,0,2011-09-12 15:32:00,2011-11-23 09:22:00,High Value,Medium CLV,Active
14021.0,United Kingdom,Cannot Lose Them,2,155,2,305.8,8,152.9,16,57,689.2812383104409,0.988034188034188,High,1,2011-05-12 13:37:00,2011-07-07 15:46:00,Medium Value,Medium CLV,Dormant
14022.0,United Kingdom,New Customers,2,225,1,396.8,5,396.8,25,1,50980.66493005307,1.0,High,1,2011-04-28 14:39:00,2011-04-28 14:39:00,Low Value,Premium CLV,Lost
14023.0,United Kingdom,Loyal Customers,1,7,2,496.22,11,248.11,28,243,262.3625376633535,0.01,Low,0,2011-04-03 15:50:00,2011-12-02 13:58:00,High Value,Low CLV,Active
14024.0,United Kingdom,Cannot Lose Them,1,122,2,298.45,8,149.225,14,3,12781.568757034896,0.99,High,1,2011-08-07 13:31:00,2011-08-10 11:30:00,Medium Value,High CLV,Dormant
14027.0,United Kingdom,New Customers,1,61,1,104.82,5,104.82,6,1,13467.221013024604,0.0036,Low,0,2011-10-10 09:01:00,2011-10-10 09:01:00,Low Value,High CLV,Recent
14029.0,United Kingdom,Potential Loyalists,1,63,2,191.46,8,95.73,10,81,303.68746600918337,0.0,,0,2011-07-18 16:57:00,2011-10-07 14:46:00,Medium Value,Low CLV,Recent
14030.0,United Kingdom,Champions,4,18,8,1489.75,14,186.21875,189,349,548.430752463451,0.0,,0,2010-12-08 16:11:00,2011-11-21 16:48:00,Premium,Medium CLV,Active
14031.0,United Kingdom,Champions,1,7,14,1468.53,15,104.895,78,366,515.5081903157696,0.0,,0,2010-12-02 16:34:00,2011-12-02 17:13:00,Premium,Medium CLV,Active
14032.0,United Kingdom,Champions,1,16,10,1720.01,14,172.001,47,351,629.589805957206,0.0,,0,2010-12-08 10:53:00,2011-11-23 16:24:00,Premium,Medium CLV,Active
14034.0,United Kingdom,Loyal Customers,1,22,3,346.77,10,115.58999999999999,73,136,327.5943796288414,0.0027619047619047623,Low,0,2011-07-05 13:06:00,2011-11-17 14:02:00,High Value,Low CLV,Active
14035.0,United Kingdom,Loyal Customers,1,29,4,710.35,12,177.5875,36,269,339.2766231437298,0.0,,0,2011-02-15 12:48:00,2011-11-11 10:03:00,Premium,Low CLV,Active
14036.0,United Kingdom,New Customers,2,285,1,451.25,5,451.25,28,1,57976.37361312109,1.0,High,1,2011-02-28 09:26:00,2011-02-28 09:26:00,Low Value,Premium CLV,Lost
14037.0,United Kingdom,Promising,2,176,2,139.25,6,69.625,26,189,94.66015947033796,1.0,High,1,2010-12-10 11:39:00,2011-06-16 13:57:00,Medium Value,Low CLV,Dormant
14038.0,United Kingdom,At Risk,0,78,3,1520.78,10,506.9266666666667,63,129,1514.6438096306522,0.01754527162977867,Low,0,2011-05-16 14:05:00,2011-09-22 13:37:00,High Value,High CLV,Recent
14039.0,United Kingdom,New Customers,1,33,1,82.6,6,82.6,5,1,10612.406560540281,0.0,,0,2011-11-06 13:48:00,2011-11-06 13:48:00,Medium Value,High CLV,Recent
14040.0,United Kingdom,Champions,1,41,12,1524.46,13,127.03833333333334,115,291,673.0647972375976,0.0,,0,2011-01-12 14:57:00,2011-10-30 12:42:00,Premium,Medium CLV,Recent
14041.0,United Kingdom,Lost Customers,2,266,1,101.51,3,101.51,20,1,13041.953873613124,1.0,High,1,2011-03-18 13:25:00,2011-03-18 13:25:00,Low Value,High CLV,Lost
14044.0,United Kingdom,Loyal Customers,1,27,4,538.52,11,134.63,158,284,243.62246278442487,0.0,,0,2011-02-03 11:39:00,2011-11-13 12:05:00,High Value,Low CLV,Active
14046.0,United Kingdom,Lost Customers,2,284,1,47.71,3,47.71,9,1,6129.756864447661,1.0,High,1,2011-02-28 14:48:00,2011-02-28 14:48:00,Low Value,High CLV,Lost
14047.0,United Kingdom,Loyal Customers,1,9,4,337.2,12,84.3,11,365,118.69393652241148,0.0,,0,2010-12-02 10:09:00,2011-12-01 11:43:00,Premium,Low CLV,Active
14048.0,United Kingdom,New Customers,2,305,1,399.85,5,399.85,82,1,51372.527399903534,1.0,High,1,2011-02-07 14:53:00,2011-02-07 14:53:00,Low Value,Premium CLV,Lost
14049.0,United Kingdom,Champions,0,17,4,3967.64,13,991.91,307,302,1687.9483333812536,0.0,,0,2011-01-26 11:27:00,2011-11-23 12:20:00,Premium,High CLV,Active
14050.0,United Kingdom,Loyal Customers,1,32,2,746.36,11,373.18,49,75,1278.5594447981996,0.0018309859154929577,Low,0,2011-08-25 13:46:00,2011-11-08 10:00:00,High Value,High CLV,Recent
14051.0,United Kingdom,Champions,1,1,18,1763.21,15,97.95611111111111,29,366,618.9517383006599,0.0,,0,2010-12-08 12:49:00,2011-12-09 10:20:00,Premium,Medium CLV,Active
14052.0,United Kingdom,Potential Loyalists,1,20,1,173.66,7,173.66,51,1,22311.749676796917,0.00024096385542168676,Low,0,2011-11-20 12:30:00,2011-11-20 12:30:00,Medium Value,Premium CLV,Active
14053.0,United Kingdom,Lost Customers,2,160,1,41.75,4,41.75,2,1,5364.019054510372,1.0,High,1,2011-07-03 12:21:00,2011-07-03 12:21:00,Low Value,High CLV,Dormant
14054.0,United Kingdom,New Customers,1,65,1,92.46,5,92.46,6,1,11879.21441389291,0.0,,0,2011-10-05 15:49:00,2011-10-05 15:49:00,Low Value,High CLV,Recent
14055.0,United Kingdom,Lost Customers,1,106,1,104.14,4,104.14,5,1,13379.854954172699,0.9990322580645161,High,1,2011-08-25 15:04:00,2011-08-25 15:04:00,Low Value,High CLV,Dormant
14056.0,United Kingdom,Champions,4,1,23,5792.69,15,251.85608695652172,297,283,2629.830053267742,0.0,,0,2011-02-28 15:19:00,2011-12-08 13:36:00,Premium,High CLV,Active
14057.0,United Kingdom,Champions,4,24,15,2856.27,14,190.418,150,337,1088.9380909274396,0.0,,0,2010-12-14 12:11:00,2011-11-16 10:32:00,Premium,Medium CLV,Active
14059.0,United Kingdom,Lost Customers,2,267,1,132.6,3,132.6,7,1,17036.381476121565,1.0,High,1,2011-03-18 10:06:00,2011-03-18 10:06:00,Low Value,Premium CLV,Lost
14060.0,United Kingdom,Champions,1,5,16,1877.8,15,117.3625,58,356,677.6932638471087,0.0,,0,2010-12-15 11:15:00,2011-12-05 12:29:00,Premium,Medium CLV,Active
14062.0,United Kingdom,Champions,1,10,6,456.93,13,76.155,24,355,165.36940046065104,0.0,,0,2010-12-10 15:56:00,2011-11-30 10:04:00,Premium,Low CLV,Active
14064.0,United Kingdom,Loyal Customers,1,29,5,763.55,12,152.70999999999998,56,246,398.78260543025124,0.0003448275862068965,Low,0,2011-03-10 12:59:00,2011-11-10 13:14:00,Premium,Low CLV,Active
14066.0,United Kingdom,Lost Customers,2,267,1,114.3,3,114.3,6,1,14685.206657018816,1.0,High,1,2011-03-18 12:21:00,2011-03-18 12:21:00,Low Value,Premium CLV,Lost
14067.0,United Kingdom,Potential Loyalists,1,64,2,275.04,8,137.52,45,33,1070.8182186554404,0.0038095238095238095,Low,0,2011-09-04 12:00:00,2011-10-07 10:21:00,Medium Value,Medium CLV,Recent
14068.0,United Kingdom,Lost Customers,2,320,1,208.35000000000002,4,208.35000000000002,19,1,26768.703473227215,0.9998290598290598,High,1,2011-01-23 16:02:00,2011-01-23 16:02:00,Low Value,Premium CLV,Lost
14071.0,United Kingdom,Champions,4,4,8,952.72,14,119.09,247,262,467.1946092803513,0.0,,0,2011-03-20 11:33:00,2011-12-06 12:27:00,Premium,Medium CLV,Active
14073.0,United Kingdom,Potential Loyalists,1,32,1,151.04,7,151.04,13,1,19405.543424987944,0.0,,0,2011-11-07 15:49:00,2011-11-07 15:49:00,Medium Value,Premium CLV,Recent
14075.0,United Kingdom,Loyal Customers,1,5,3,569.18,12,189.72666666666666,29,257,284.5445947432339,0.0,,0,2011-03-23 16:35:00,2011-12-05 08:38:00,Premium,Low CLV,Active
14076.0,United Kingdom,Lost Customers,1,129,1,105.52,4,105.52,42,1,13557.156661842742,0.9990322580645161,High,1,2011-08-02 15:19:00,2011-08-02 15:19:00,Low Value,High CLV,Dormant
14077.0,United Kingdom,Cannot Lose Them,1,78,4,268.25,8,67.0625,29,196,175.8399256229265,0.028351648351648353,Low,0,2011-03-10 15:52:00,2011-09-22 13:44:00,Medium Value,Low CLV,Recent
14078.0,United Kingdom,At Risk,1,102,6,346.47,10,57.745000000000005,42,272,163.6554844854006,0.95,High,1,2010-12-01 12:54:00,2011-08-30 12:16:00,High Value,Low CLV,Dormant
14079.0,United Kingdom,Lost Customers,1,125,1,86.05,4,86.05,7,1,11055.66082971539,0.9990322580645161,High,1,2011-08-07 12:10:00,2011-08-07 12:10:00,Low Value,High CLV,Dormant
14080.0,United Kingdom,New Customers,1,33,1,45.599999999999994,6,45.599999999999994,4,1,5858.665123010131,0.0,,0,2011-11-07 11:09:00,2011-11-07 11:09:00,Medium Value,High CLV,Recent
14081.0,United Kingdom,Cannot Lose Them,2,302,2,695.05,8,347.525,113,68,1313.2305191396388,0.995486035703427,High,1,2010-12-05 15:47:00,2011-02-10 16:17:00,Medium Value,High CLV,Lost
14082.0,United Kingdom,Lost Customers,2,365,1,127.05,3,127.05,25,1,16323.320260492044,1.0,High,1,2010-12-10 11:02:00,2010-12-10 11:02:00,Low Value,Premium CLV,Lost
14083.0,United Kingdom,Champions,1,4,8,835.63,14,104.45375,149,368,291.74272601669503,0.0,,0,2010-12-03 12:24:00,2011-12-05 13:14:00,Premium,Low CLV,Active
14085.0,United Kingdom,Champions,4,2,18,3679.7,15,204.42777777777778,253,367,1288.190762771905,0.0,,0,2010-12-06 12:39:00,2011-12-07 13:46:00,Premium,High CLV,Active
14087.0,United Kingdom,Potential Loyalists,1,3,1,188.12,8,188.12,60,1,24169.563222383025,0.00024096385542168676,Low,0,2011-12-07 12:41:00,2011-12-07 12:41:00,Medium Value,Premium CLV,Active
14088.0,United Kingdom,Champions,1,10,10,2451.42,15,245.142,92,313,1006.2530726871739,0.0,,0,2011-01-21 13:07:00,2011-11-29 16:16:00,Premium,Medium CLV,Active
14089.0,United Kingdom,New Customers,1,57,1,113.3,5,113.3,11,1,14556.72715870719,0.0036,Low,0,2011-10-14 10:38:00,2011-10-14 10:38:00,Low Value,Premium CLV,Recent
14092.0,United Kingdom,Champions,4,8,14,3214.21,15,229.58642857142857,106,351,1176.5244680005994,0.0,,0,2010-12-16 15:47:00,2011-12-02 12:13:00,Premium,Medium CLV,Active
14093.0,United Kingdom,Potential Loyalists,0,12,1,420.89,9,420.89,93,1,54075.73604438013,0.0,,0,2011-11-27 16:27:00,2011-11-27 16:27:00,High Value,Premium CLV,Active
