CustomerID,YearMonth,Monthly_Revenue,Monthly_Orders,Monthly_Quantity,Customer_Segment,CLV_Category,Country
13141.0,2011-04,443.28000000000003,1,274,At Risk,Medium CLV,United Kingdom
13141.0,2011-05,360.18,1,347,At Risk,Medium CLV,United Kingdom
13141.0,2011-09,751.5,1,468,At Risk,Medium CLV,United Kingdom
13142.0,2011-11,215.92,1,109,Potential Loyalists,Premium CLV,United Kingdom
13144.0,2011-01,47.2,1,16,Lost Customers,High CLV,United Kingdom
13145.0,2011-09,15.0,1,12,Lost Customers,High CLV,United Kingdom
13146.0,2011-11,132.91,1,130,New Customers,Premium CLV,United Kingdom
13148.0,2010-12,194.04,1,114,Champions,Medium CLV,United Kingdom
13148.0,2011-01,642.15,2,337,Champions,Medium CLV,United Kingdom
13148.0,2011-03,172.89000000000001,1,155,Champions,Medium CLV,United Kingdom
13148.0,2011-04,163.88,1,84,Champions,Medium CLV,United Kingdom
13148.0,2011-07,785.93,4,487,Champions,Medium CLV,United Kingdom
13148.0,2011-11,690.9300000000001,2,482,Champions,Medium CLV,United Kingdom
13149.0,2011-02,222.5,1,146,Champions,Medium CLV,United Kingdom
13149.0,2011-07,423.92,1,238,Champions,Medium CLV,United Kingdom
13149.0,2011-08,171.0,1,230,Champions,Medium CLV,United Kingdom
13149.0,2011-11,195.86,1,158,Champions,Medium CLV,United Kingdom
13151.0,2011-02,773.27,1,289,New Customers,Premium CLV,United Kingdom
13153.0,2011-12,140.46,1,114,Potential Loyalists,Premium CLV,United Kingdom
13155.0,2010-12,316.7,1,161,Loyal Customers,Low CLV,United Kingdom
13155.0,2011-01,189.5,1,94,Loyal Customers,Low CLV,United Kingdom
13155.0,2011-09,230.70000000000002,1,155,Loyal Customers,Low CLV,United Kingdom
13155.0,2011-11,59.36,1,50,Loyal Customers,Low CLV,United Kingdom
13157.0,2011-02,143.1,1,94,At Risk,Medium CLV,United Kingdom
13157.0,2011-04,216.72,1,200,At Risk,Medium CLV,United Kingdom
13157.0,2011-07,346.22,1,230,At Risk,Medium CLV,United Kingdom
13157.0,2011-10,650.84,1,445,At Risk,Medium CLV,United Kingdom
13158.0,2011-01,256.40999999999997,1,135,At Risk,Medium CLV,United Kingdom
13158.0,2011-07,298.86,1,158,At Risk,Medium CLV,United Kingdom
13158.0,2011-08,305.34000000000003,1,190,At Risk,Medium CLV,United Kingdom
13158.0,2011-09,332.89,1,265,At Risk,Medium CLV,United Kingdom
13159.0,2011-08,581.28,2,519,Champions,High CLV,United Kingdom
13159.0,2011-10,277.25,1,176,Champions,High CLV,United Kingdom
13159.0,2011-12,282.56,1,252,Champions,High CLV,United Kingdom
13160.0,2011-11,75.89999999999999,1,54,New Customers,High CLV,United Kingdom
13161.0,2011-01,95.75,1,27,Lost Customers,High CLV,United Kingdom
13162.0,2011-01,415.34,1,486,At Risk,Medium CLV,United Kingdom
13162.0,2011-04,241.61,1,251,At Risk,Medium CLV,United Kingdom
13162.0,2011-06,3.75,1,1,At Risk,Medium CLV,United Kingdom
13162.0,2011-08,268.25,1,249,At Risk,Medium CLV,United Kingdom
13165.0,2010-12,83.52,1,120,Potential Loyalists,Low CLV,United Kingdom
13165.0,2011-10,265.76,1,368,Potential Loyalists,Low CLV,United Kingdom
13166.0,2011-03,349.6,1,208,New Customers,Premium CLV,United Kingdom
13167.0,2011-07,124.81,1,75,Loyal Customers,Medium CLV,United Kingdom
13167.0,2011-08,122.99,1,75,Loyal Customers,Medium CLV,United Kingdom
13167.0,2011-10,136.64,1,108,Loyal Customers,Medium CLV,United Kingdom
13167.0,2011-11,97.72,1,54,Loyal Customers,Medium CLV,United Kingdom
13168.0,2011-01,516.68,1,352,At Risk,Low CLV,United Kingdom
13168.0,2011-02,127.85,1,126,At Risk,Low CLV,United Kingdom
13168.0,2011-05,54.53,1,24,At Risk,Low CLV,United Kingdom
13168.0,2011-11,303.13,1,121,At Risk,Low CLV,United Kingdom
13169.0,2011-04,56.4,1,48,Potential Loyalists,Low CLV,United Kingdom
13169.0,2011-10,109.1,1,50,Potential Loyalists,Low CLV,United Kingdom
13170.0,2011-11,109.17,1,111,New Customers,High CLV,United Kingdom
13171.0,2011-02,101.55,1,49,Potential Loyalists,Low CLV,United Kingdom
13171.0,2011-10,47.64,1,54,Potential Loyalists,Low CLV,United Kingdom
13171.0,2011-11,112.32,1,112,Potential Loyalists,Low CLV,United Kingdom
13173.0,2010-12,165.94,1,114,Loyal Customers,Low CLV,United Kingdom
13173.0,2011-12,174.27,1,131,Loyal Customers,Low CLV,United Kingdom
13174.0,2010-12,1101.4,1,581,Loyal Customers,Medium CLV,United Kingdom
13174.0,2011-01,491.15000000000003,1,249,Loyal Customers,Medium CLV,United Kingdom
13174.0,2011-11,433.95,1,325,Loyal Customers,Medium CLV,United Kingdom
13176.0,2011-10,348.78,1,245,Potential Loyalists,Premium CLV,United Kingdom
13177.0,2011-10,282.45,1,91,New Customers,Premium CLV,United Kingdom
13178.0,2010-12,623.4,1,360,Champions,High CLV,United Kingdom
13178.0,2011-02,414.0,1,326,Champions,High CLV,United Kingdom
13178.0,2011-04,398.4,1,297,Champions,High CLV,United Kingdom
13178.0,2011-05,784.6,2,366,Champions,High CLV,United Kingdom
13178.0,2011-06,559.9300000000001,1,286,Champions,High CLV,United Kingdom
13178.0,2011-07,585.8000000000001,2,406,Champions,High CLV,United Kingdom
13178.0,2011-09,634.2,1,475,Champions,High CLV,United Kingdom
13178.0,2011-11,355.26,2,324,Champions,High CLV,United Kingdom
13182.0,2011-10,121.18,1,201,New Customers,Premium CLV,United Kingdom
13183.0,2011-01,215.6,1,160,At Risk,Low CLV,United Kingdom
13183.0,2011-03,58.8,1,48,At Risk,Low CLV,United Kingdom
13183.0,2011-05,77.4,1,60,At Risk,Low CLV,United Kingdom
13183.0,2011-07,198.74,2,118,At Risk,Low CLV,United Kingdom
13183.0,2011-08,171.11,1,169,At Risk,Low CLV,United Kingdom
13183.0,2011-11,39.599999999999994,1,24,At Risk,Low CLV,United Kingdom
13184.0,2011-02,185.57,1,131,Champions,Medium CLV,United Kingdom
13184.0,2011-04,288.98,3,332,Champions,Medium CLV,United Kingdom
13184.0,2011-06,166.82,1,143,Champions,Medium CLV,United Kingdom
13184.0,2011-07,350.74,2,292,Champions,Medium CLV,United Kingdom
13184.0,2011-08,189.45,2,225,Champions,Medium CLV,United Kingdom
13184.0,2011-11,196.85,1,125,Champions,Medium CLV,United Kingdom
13186.0,2011-08,787.59,1,335,At Risk,High CLV,United Kingdom
13186.0,2011-09,172.24,1,115,At Risk,High CLV,United Kingdom
13186.0,2011-10,260.83,1,125,At Risk,High CLV,United Kingdom
13187.0,2011-01,154.02,1,86,Lost Customers,Premium CLV,United Kingdom
13189.0,2011-08,74.64,1,264,Potential Loyalists,Low CLV,United Kingdom
13189.0,2011-11,92.64,1,160,Potential Loyalists,Low CLV,United Kingdom
13192.0,2011-05,411.52,1,292,Cannot Lose Them,Medium CLV,United Kingdom
13192.0,2011-09,447.62,1,297,Cannot Lose Them,Medium CLV,United Kingdom
13193.0,2011-10,100.92999999999999,1,49,New Customers,High CLV,United Kingdom
13194.0,2011-07,60.7,1,26,Lost Customers,High CLV,United Kingdom
13196.0,2011-03,452.28000000000003,1,317,Champions,Medium CLV,United Kingdom
13196.0,2011-09,987.82,1,719,Champions,Medium CLV,United Kingdom
13196.0,2011-11,210.83,2,165,Champions,Medium CLV,United Kingdom
13198.0,2010-12,327.88,1,217,Champions,Medium CLV,United Kingdom
13198.0,2011-01,755.29,1,541,Champions,Medium CLV,United Kingdom
13198.0,2011-04,842.95,1,729,Champions,Medium CLV,United Kingdom
13198.0,2011-07,391.62,1,300,Champions,Medium CLV,United Kingdom
13198.0,2011-08,469.7,1,340,Champions,Medium CLV,United Kingdom
13198.0,2011-11,352.11,1,278,Champions,Medium CLV,United Kingdom
13199.0,2010-12,90.0,1,72,Champions,Low CLV,United Kingdom
13199.0,2011-02,10.5,1,25,Champions,Low CLV,United Kingdom
13199.0,2011-03,25.08,1,36,Champions,Low CLV,United Kingdom
13199.0,2011-04,35.400000000000006,1,12,Champions,Low CLV,United Kingdom
13199.0,2011-05,122.84,2,88,Champions,Low CLV,United Kingdom
13199.0,2011-06,15.0,1,12,Champions,Low CLV,United Kingdom
13199.0,2011-07,29.879999999999995,1,36,Champions,Low CLV,United Kingdom
13199.0,2011-08,36.96,1,48,Champions,Low CLV,United Kingdom
13199.0,2011-09,30.0,1,24,Champions,Low CLV,United Kingdom
13199.0,2011-10,102.28,2,74,Champions,Low CLV,United Kingdom
13199.0,2011-11,30.0,1,24,Champions,Low CLV,United Kingdom
13199.0,2011-12,20.4,1,24,Champions,Low CLV,United Kingdom
13200.0,2011-08,197.1,1,159,Loyal Customers,Medium CLV,United Kingdom
13200.0,2011-09,246.89000000000001,1,155,Loyal Customers,Medium CLV,United Kingdom
13200.0,2011-11,117.38,1,68,Loyal Customers,Medium CLV,United Kingdom
13203.0,2011-04,155.76,1,144,Champions,Low CLV,United Kingdom
13203.0,2011-08,104.19999999999999,1,128,Champions,Low CLV,United Kingdom
13203.0,2011-10,396.38,1,330,Champions,Low CLV,United Kingdom
13203.0,2011-11,102.74,1,100,Champions,Low CLV,United Kingdom
13207.0,2011-07,126.12000000000002,1,60,Potential Loyalists,Low CLV,United Kingdom
13207.0,2011-11,52.739999999999995,1,58,Potential Loyalists,Low CLV,United Kingdom
13208.0,2011-02,168.45,1,157,At Risk,Medium CLV,United Kingdom
13208.0,2011-04,195.32999999999998,1,147,At Risk,Medium CLV,United Kingdom
13208.0,2011-05,293.28,1,176,At Risk,Medium CLV,United Kingdom
13208.0,2011-07,103.06,1,84,At Risk,Medium CLV,United Kingdom
13208.0,2011-10,268.48,2,176,At Risk,Medium CLV,United Kingdom
13209.0,2010-12,148.10000000000002,1,62,Champions,High CLV,United Kingdom
13209.0,2011-01,45.5,1,24,Champions,High CLV,United Kingdom
13209.0,2011-04,1741.22,1,1603,Champions,High CLV,United Kingdom
13209.0,2011-07,524.56,1,448,Champions,High CLV,United Kingdom
13209.0,2011-08,528.3100000000001,1,385,Champions,High CLV,United Kingdom
13209.0,2011-11,1304.77,2,642,Champions,High CLV,United Kingdom
13210.0,2011-09,293.0,1,220,New Customers,Premium CLV,United Kingdom
13211.0,2010-12,8.7,1,6,Loyal Customers,Low CLV,United Kingdom
13211.0,2011-09,328.34,1,405,Loyal Customers,Low CLV,United Kingdom
13211.0,2011-11,106.78,1,175,Loyal Customers,Low CLV,United Kingdom
13212.0,2011-10,200.27,2,85,Loyal Customers,High CLV,United Kingdom
13212.0,2011-11,328.46,1,201,Loyal Customers,High CLV,United Kingdom
13213.0,2011-05,339.98,2,192,At Risk,Medium CLV,United Kingdom
13213.0,2011-06,90.5,1,86,At Risk,Medium CLV,United Kingdom
13213.0,2011-08,172.29999999999998,1,88,At Risk,Medium CLV,United Kingdom
13213.0,2011-10,416.3,1,378,At Risk,Medium CLV,United Kingdom
13216.0,2011-03,10.5,1,5,Lost Customers,High CLV,United Kingdom
13218.0,2011-08,56.76,1,60,Lost Customers,High CLV,United Kingdom
13220.0,2011-05,91.04,1,51,New Customers,Low CLV,United Kingdom
13220.0,2011-09,41.8,1,60,New Customers,Low CLV,United Kingdom
13221.0,2010-12,295.51,1,127,New Customers,Medium CLV,United Kingdom
13221.0,2011-04,215.8,1,78,New Customers,Medium CLV,United Kingdom
13223.0,2011-05,62.4,1,40,Lost Customers,High CLV,United Kingdom
13224.0,2011-07,480.9,1,265,At Risk,High CLV,United Kingdom
13224.0,2011-10,747.4200000000001,1,576,At Risk,High CLV,United Kingdom
13226.0,2011-03,85.51,1,78,Lost Customers,High CLV,United Kingdom
13227.0,2011-05,90.0,1,45,Lost Customers,High CLV,United Kingdom
13229.0,2011-04,123.15,1,59,Lost Customers,Premium CLV,United Kingdom
13230.0,2010-12,77.55,1,31,Champions,Medium CLV,United Kingdom
13230.0,2011-01,111.09,1,74,Champions,Medium CLV,United Kingdom
13230.0,2011-02,218.68,2,150,Champions,Medium CLV,United Kingdom
13230.0,2011-03,238.03,1,133,Champions,Medium CLV,United Kingdom
13230.0,2011-04,540.68,3,408,Champions,Medium CLV,United Kingdom
13230.0,2011-05,84.6,1,70,Champions,Medium CLV,United Kingdom
13230.0,2011-07,334.57,3,276,Champions,Medium CLV,United Kingdom
13230.0,2011-11,148.08,1,82,Champions,Medium CLV,United Kingdom
13230.0,2011-12,334.51,1,221,Champions,Medium CLV,United Kingdom
13232.0,2011-04,51.190000000000005,1,24,Champions,Medium CLV,United Kingdom
13232.0,2011-05,426.32,2,280,Champions,Medium CLV,United Kingdom
13232.0,2011-06,127.15,1,52,Champions,Medium CLV,United Kingdom
13232.0,2011-09,136.1,1,101,Champions,Medium CLV,United Kingdom
13232.0,2011-11,241.4,2,118,Champions,Medium CLV,United Kingdom
13233.0,2011-01,213.04,1,200,Cannot Lose Them,Low CLV,United Kingdom
13233.0,2011-09,217.35999999999999,1,348,Cannot Lose Them,Low CLV,United Kingdom
13235.0,2011-05,751.77,1,373,New Customers,Premium CLV,United Kingdom
13236.0,2011-08,295.47,1,135,Potential Loyalists,Medium CLV,United Kingdom
13236.0,2011-11,215.74,1,140,Potential Loyalists,Medium CLV,United Kingdom
13238.0,2010-12,58.5,1,30,Loyal Customers,Low CLV,United Kingdom
13238.0,2011-06,202.20000000000002,1,102,Loyal Customers,Low CLV,United Kingdom
13238.0,2011-11,232.98000000000002,1,108,Loyal Customers,Low CLV,United Kingdom
13239.0,2011-03,247.57,1,222,Lost Customers,Premium CLV,United Kingdom
13240.0,2010-12,215.57,1,130,At Risk,Low CLV,United Kingdom
13240.0,2011-03,179.89000000000001,1,71,At Risk,Low CLV,United Kingdom
13240.0,2011-06,111.2,1,36,At Risk,Low CLV,United Kingdom
13240.0,2011-09,110.04,1,57,At Risk,Low CLV,United Kingdom
13242.0,2011-05,104.0,2,50,Cannot Lose Them,Low CLV,United Kingdom
13242.0,2011-08,166.4,1,80,Cannot Lose Them,Low CLV,United Kingdom
13243.0,2011-05,480.02000000000004,1,222,New Customers,Premium CLV,United Kingdom
13244.0,2011-09,94.79,1,35,Lost Customers,High CLV,United Kingdom
13245.0,2011-10,259.85,1,111,New Customers,Premium CLV,United Kingdom
13246.0,2011-01,259.57,1,204,Loyal Customers,Low CLV,United Kingdom
13246.0,2011-02,112.5,1,109,Loyal Customers,Low CLV,United Kingdom
13246.0,2011-05,195.35999999999999,1,133,Loyal Customers,Low CLV,United Kingdom
13246.0,2011-06,140.47,1,109,Loyal Customers,Low CLV,United Kingdom
13246.0,2011-11,96.81,1,53,Loyal Customers,Low CLV,United Kingdom
13247.0,2011-09,182.1,1,128,Loyal Customers,Medium CLV,United Kingdom
13247.0,2011-10,85.8,1,78,Loyal Customers,Medium CLV,United Kingdom
13247.0,2011-11,65.7,1,38,Loyal Customers,Medium CLV,United Kingdom
13248.0,2011-06,356.0,1,202,Cannot Lose Them,Medium CLV,United Kingdom
13248.0,2011-08,78.21000000000001,1,54,Cannot Lose Them,Medium CLV,United Kingdom
13249.0,2011-09,82.23,1,61,Lost Customers,High CLV,United Kingdom
13253.0,2011-01,175.8,1,116,New Customers,Low CLV,United Kingdom
13253.0,2011-07,102.36,1,180,New Customers,Low CLV,United Kingdom
13255.0,2010-12,56.1,1,30,Potential Loyalists,Low CLV,United Kingdom
13255.0,2011-11,92.56,1,52,Potential Loyalists,Low CLV,United Kingdom
13258.0,2011-05,224.62,1,82,Loyal Customers,Low CLV,United Kingdom
13258.0,2011-11,200.41,2,99,Loyal Customers,Low CLV,United Kingdom
13259.0,2011-10,258.32,1,129,New Customers,Premium CLV,United Kingdom
13260.0,2011-10,82.32000000000001,1,24,New Customers,High CLV,United Kingdom
13262.0,2011-03,132.29,1,117,Lost Customers,Premium CLV,United Kingdom
13263.0,2011-01,126.54,1,70,Champions,High CLV,United Kingdom
13263.0,2011-03,1044.76,4,692,Champions,High CLV,United Kingdom
13263.0,2011-04,823.88,4,518,Champions,High CLV,United Kingdom
13263.0,2011-05,902.33,5,510,Champions,High CLV,United Kingdom
13263.0,2011-06,634.9,4,384,Champions,High CLV,United Kingdom
13263.0,2011-07,232.39,2,149,Champions,High CLV,United Kingdom
13263.0,2011-08,539.59,3,290,Champions,High CLV,United Kingdom
13263.0,2011-09,587.87,2,396,Champions,High CLV,United Kingdom
13263.0,2011-10,886.86,5,646,Champions,High CLV,United Kingdom
13263.0,2011-11,508.33,2,377,Champions,High CLV,United Kingdom
13263.0,2011-12,327.55,2,198,Champions,High CLV,United Kingdom
13265.0,2011-03,222.34,1,154,At Risk,Medium CLV,United Kingdom
13265.0,2011-04,273.8,1,292,At Risk,Medium CLV,United Kingdom
13265.0,2011-06,258.58,1,228,At Risk,Medium CLV,United Kingdom
13265.0,2011-09,153.98,1,154,At Risk,Medium CLV,United Kingdom
13265.0,2011-10,209.45999999999998,1,186,At Risk,Medium CLV,United Kingdom
13266.0,2011-03,227.34,1,209,Champions,Medium CLV,United Kingdom
13266.0,2011-04,355.0,2,320,Champions,Medium CLV,United Kingdom
13266.0,2011-05,360.28,2,328,Champions,Medium CLV,United Kingdom
13266.0,2011-06,67.82000000000001,1,62,Champions,Medium CLV,United Kingdom
13266.0,2011-07,216.98,1,198,Champions,Medium CLV,United Kingdom
13266.0,2011-08,157.89,1,134,Champions,Medium CLV,United Kingdom
13266.0,2011-09,243.85,1,217,Champions,Medium CLV,United Kingdom
13266.0,2011-10,282.71,1,187,Champions,Medium CLV,United Kingdom
13266.0,2011-11,378.74,2,234,Champions,Medium CLV,United Kingdom
13267.0,2010-12,329.55,2,159,Champions,Medium CLV,United Kingdom
13267.0,2011-01,272.07,1,123,Champions,Medium CLV,United Kingdom
13267.0,2011-03,338.27,3,205,Champions,Medium CLV,United Kingdom
13267.0,2011-04,166.95,1,93,Champions,Medium CLV,United Kingdom
13267.0,2011-05,291.65,3,155,Champions,Medium CLV,United Kingdom
13267.0,2011-07,227.75,2,125,Champions,Medium CLV,United Kingdom
13267.0,2011-08,217.6,1,132,Champions,Medium CLV,United Kingdom
13267.0,2011-09,250.8,1,124,Champions,Medium CLV,United Kingdom
13267.0,2011-11,845.39,3,367,Champions,Medium CLV,United Kingdom
13267.0,2011-12,175.3,1,82,Champions,Medium CLV,United Kingdom
13268.0,2011-03,1033.14,2,1134,Champions,High CLV,United Kingdom
13268.0,2011-04,148.06,1,113,Champions,High CLV,United Kingdom
13268.0,2011-05,446.64,2,477,Champions,High CLV,United Kingdom
13268.0,2011-06,252.47,1,253,Champions,High CLV,United Kingdom
13268.0,2011-09,311.73,1,247,Champions,High CLV,United Kingdom
13268.0,2011-11,654.96,3,612,Champions,High CLV,United Kingdom
13269.0,2010-12,383.61,2,279,Champions,High CLV,United Kingdom
13269.0,2011-04,887.68,2,667,Champions,High CLV,United Kingdom
13269.0,2011-05,201.26,1,132,Champions,High CLV,United Kingdom
13269.0,2011-06,288.6,1,198,Champions,High CLV,United Kingdom
13269.0,2011-07,271.1,1,142,Champions,High CLV,United Kingdom
13269.0,2011-08,226.64,1,175,Champions,High CLV,United Kingdom
13269.0,2011-09,282.44,1,156,Champions,High CLV,United Kingdom
13269.0,2011-10,387.86,2,256,Champions,High CLV,United Kingdom
13269.0,2011-11,742.54,3,523,Champions,High CLV,United Kingdom
13269.0,2011-12,157.4,1,142,Champions,High CLV,United Kingdom
13271.0,2011-11,217.38,1,253,New Customers,Premium CLV,United Kingdom
13272.0,2011-09,140.96,1,72,Potential Loyalists,Low CLV,United Kingdom
13272.0,2011-11,64.7,1,18,Potential Loyalists,Low CLV,United Kingdom
13273.0,2011-08,128.54,1,117,Lost Customers,Premium CLV,United Kingdom
13276.0,2011-09,27.330000000000002,1,9,Potential Loyalists,High CLV,United Kingdom
13276.0,2011-10,349.75,1,125,Potential Loyalists,High CLV,United Kingdom
13277.0,2011-07,26.4,1,16,Potential Loyalists,Low CLV,United Kingdom
13277.0,2011-08,50.0,1,40,Potential Loyalists,Low CLV,United Kingdom
13277.0,2011-11,83.0,1,60,Potential Loyalists,Low CLV,United Kingdom
13278.0,2011-10,459.86,1,416,Potential Loyalists,Premium CLV,United Kingdom
13279.0,2011-09,137.75,1,73,Lost Customers,Premium CLV,United Kingdom
13280.0,2011-01,624.35,2,409,Cannot Lose Them,Low CLV,United Kingdom
13280.0,2011-08,115.5,1,70,Cannot Lose Them,Low CLV,United Kingdom
13282.0,2011-05,140.70000000000002,1,42,Loyal Customers,Low CLV,United Kingdom
13282.0,2011-06,19.8,1,4,Loyal Customers,Low CLV,United Kingdom
13282.0,2011-11,188.44,1,121,Loyal Customers,Low CLV,United Kingdom
13283.0,2011-06,25.5,1,30,New Customers,Low CLV,United Kingdom
13283.0,2011-10,68.16,1,60,New Customers,Low CLV,United Kingdom
13284.0,2011-01,148.74,1,86,Lost Customers,Premium CLV,United Kingdom
13285.0,2011-02,591.14,1,585,Champions,Medium CLV,United Kingdom
13285.0,2011-04,455.53000000000003,1,317,Champions,Medium CLV,United Kingdom
13285.0,2011-07,796.83,1,540,Champions,Medium CLV,United Kingdom
13285.0,2011-11,722.52,1,595,Champions,Medium CLV,United Kingdom
13291.0,2011-07,338.41,1,231,New Customers,Premium CLV,United Kingdom
13292.0,2011-02,151.72,1,124,Potential Loyalists,Low CLV,United Kingdom
13292.0,2011-11,227.13,1,139,Potential Loyalists,Low CLV,United Kingdom
13294.0,2011-04,418.0,1,310,Cannot Lose Them,High CLV,United Kingdom
13294.0,2011-06,308.39,1,126,Cannot Lose Them,High CLV,United Kingdom
13295.0,2010-12,168.3,1,78,Lost Customers,Premium CLV,United Kingdom
13296.0,2011-07,53.4,1,74,Lost Customers,High CLV,United Kingdom
13297.0,2011-10,555.3,1,302,Champions,High CLV,United Kingdom
13297.0,2011-11,170.96,2,84,Champions,High CLV,United Kingdom
13297.0,2011-12,156.84,1,72,Champions,High CLV,United Kingdom
13299.0,2011-03,82.80000000000001,1,24,Lost Customers,High CLV,United Kingdom
13300.0,2011-06,371.89,1,203,New Customers,Premium CLV,United Kingdom
13301.0,2011-02,99.36,1,54,Cannot Lose Them,Low CLV,United Kingdom
13301.0,2011-05,153.86,1,94,Cannot Lose Them,Low CLV,United Kingdom
13301.0,2011-07,127.28,1,78,Cannot Lose Them,Low CLV,United Kingdom
13301.0,2011-08,127.24,1,74,Cannot Lose Them,Low CLV,United Kingdom
13304.0,2010-12,244.85000000000002,1,151,Lost Customers,Premium CLV,United Kingdom
13305.0,2010-12,55.8,1,60,Champions,Low CLV,United Kingdom
13305.0,2011-02,55.199999999999996,1,48,Champions,Low CLV,United Kingdom
13305.0,2011-03,20.4,1,24,Champions,Low CLV,United Kingdom
13305.0,2011-04,124.1,1,74,Champions,Low CLV,United Kingdom
13305.0,2011-07,48.45,1,23,Champions,Low CLV,United Kingdom
13305.0,2011-08,83.25,1,63,Champions,Low CLV,United Kingdom
13305.0,2011-09,214.8,2,132,Champions,Low CLV,United Kingdom
13305.0,2011-11,186.25,1,125,Champions,Low CLV,United Kingdom
13305.0,2011-12,121.96000000000001,1,84,Champions,Low CLV,United Kingdom
13307.0,2011-08,15.0,1,4,Lost Customers,High CLV,United Kingdom
13308.0,2011-05,380.87,1,151,Loyal Customers,Medium CLV,United Kingdom
13308.0,2011-10,205.72,1,136,Loyal Customers,Medium CLV,United Kingdom
13308.0,2011-11,285.88,1,164,Loyal Customers,Medium CLV,United Kingdom
13309.0,2011-02,384.41,1,437,Champions,Medium CLV,United Kingdom
13309.0,2011-05,145.98000000000002,1,148,Champions,Medium CLV,United Kingdom
13309.0,2011-09,381.5,1,262,Champions,Medium CLV,United Kingdom
13309.0,2011-10,271.81,1,278,Champions,Medium CLV,United Kingdom
13309.0,2011-12,165.57999999999998,1,202,Champions,Medium CLV,United Kingdom
13310.0,2011-01,370.58,1,230,Loyal Customers,Low CLV,United Kingdom
13310.0,2011-05,330.77000000000004,1,153,Loyal Customers,Low CLV,United Kingdom
13310.0,2011-11,314.38,1,192,Loyal Customers,Low CLV,United Kingdom
13311.0,2011-07,189.0,1,128,Potential Loyalists,Low CLV,United Kingdom
13311.0,2011-12,29.5,1,10,Potential Loyalists,Low CLV,United Kingdom
13313.0,2011-01,307.3,1,171,Champions,Medium CLV,United Kingdom
13313.0,2011-05,240.04000000000002,1,108,Champions,Medium CLV,United Kingdom
13313.0,2011-07,267.0,1,136,Champions,Medium CLV,United Kingdom
13313.0,2011-11,454.78000000000003,2,264,Champions,Medium CLV,United Kingdom
13314.0,2011-09,440.02000000000004,1,350,Loyal Customers,Medium CLV,United Kingdom
13314.0,2011-10,69.95,1,13,Loyal Customers,Medium CLV,United Kingdom
13314.0,2011-12,156.72,1,186,Loyal Customers,Medium CLV,United Kingdom
13316.0,2011-07,81.9,1,103,Potential Loyalists,Low CLV,United Kingdom
13316.0,2011-09,68.58,1,99,Potential Loyalists,Low CLV,United Kingdom
13316.0,2011-11,23.21,1,14,Potential Loyalists,Low CLV,United Kingdom
13317.0,2010-12,202.20000000000002,2,90,Champions,Medium CLV,United Kingdom
13317.0,2011-04,308.13,1,193,Champions,Medium CLV,United Kingdom
13317.0,2011-05,378.8,2,162,Champions,Medium CLV,United Kingdom
13317.0,2011-10,773.9,1,470,Champions,Medium CLV,United Kingdom
13318.0,2011-11,186.7,1,110,Loyal Customers,Medium CLV,United Kingdom
13318.0,2011-12,29.879999999999995,2,36,Loyal Customers,Medium CLV,United Kingdom
13319.0,2010-12,1057.45,4,483,Champions,High CLV,United Kingdom
13319.0,2011-01,479.09000000000003,1,282,Champions,High CLV,United Kingdom
13319.0,2011-02,608.52,2,260,Champions,High CLV,United Kingdom
13319.0,2011-03,370.54,2,201,Champions,High CLV,United Kingdom
13319.0,2011-04,502.19,1,201,Champions,High CLV,United Kingdom
13319.0,2011-05,484.31,1,237,Champions,High CLV,United Kingdom
13319.0,2011-06,881.24,3,434,Champions,High CLV,United Kingdom
13319.0,2011-07,727.08,3,358,Champions,High CLV,United Kingdom
13319.0,2011-08,315.96000000000004,1,164,Champions,High CLV,United Kingdom
13319.0,2011-09,417.05,1,211,Champions,High CLV,United Kingdom
13319.0,2011-10,769.01,2,349,Champions,High CLV,United Kingdom
13319.0,2011-11,965.25,4,468,Champions,High CLV,United Kingdom
13319.0,2011-12,138.18,1,70,Champions,High CLV,United Kingdom
13320.0,2011-05,508.61,2,426,At Risk,High CLV,United Kingdom
13320.0,2011-08,472.54,1,361,At Risk,High CLV,United Kingdom
13320.0,2011-09,567.55,1,309,At Risk,High CLV,United Kingdom
13321.0,2011-09,175.64,1,128,New Customers,Premium CLV,United Kingdom
13322.0,2011-11,154.48000000000002,1,105,Potential Loyalists,Premium CLV,United Kingdom
13323.0,2011-09,80.7,1,18,Loyal Customers,Medium CLV,United Kingdom
13323.0,2011-11,93.4,2,20,Loyal Customers,Medium CLV,United Kingdom
13323.0,2011-12,139.45000000000002,2,31,Loyal Customers,Medium CLV,United Kingdom
13324.0,2011-04,25.200000000000003,1,12,New Customers,Low CLV,United Kingdom
13324.0,2011-11,57.6,1,36,New Customers,Low CLV,United Kingdom
13325.0,2011-09,89.3,1,80,Lost Customers,High CLV,United Kingdom
13327.0,2010-12,286.5,2,142,Champions,Medium CLV,United Kingdom
13327.0,2011-02,20.4,1,24,Champions,Medium CLV,United Kingdom
13327.0,2011-03,287.3,1,117,Champions,Medium CLV,United Kingdom
13327.0,2011-06,156.79999999999998,1,180,Champions,Medium CLV,United Kingdom
13327.0,2011-07,176.8,1,84,Champions,Medium CLV,United Kingdom
13327.0,2011-08,49.5,1,30,Champions,Medium CLV,United Kingdom
13327.0,2011-11,224.54,1,122,Champions,Medium CLV,United Kingdom
